pitch_type,batter,at_bat_number,pitch_number,inning,bat_score,fld_score,stand,balls,strikes,outs_when_up,on_3b,on_2b,on_1b,woba_value,launch_speed_angle,game_pk,pitch_pk
FF,444379,1,1,1,0,0,1,0,0,0,1,1,1,,,415056,2015072100101
FF,444379,1,2,1,0,0,1,1,0,0,1,1,1,,,415056,2015072100102
FF,444379,1,3,1,0,0,1,1,1,0,1,1,1,,,415056,2015072100103
SI,444379,1,4,1,0,0,1,2,1,0,1,1,1,1.25,,415056,2015072100104
FF,519306,2,1,1,0,0,0,0,0,0,1,0,1,,,415056,2015072100201
SI,519306,2,2,1,0,0,0,0,1,0,1,0,1,,,415056,2015072100202
FF,519306,2,3,1,0,0,0,0,2,0,1,0,1,0.0,,415056,2015072100203
CU,446334,3,1,1,0,0,0,0,0,1,1,0,1,,,415056,2015072100301
FF,446334,3,2,1,0,0,0,1,0,1,1,0,1,,,415056,2015072100302
FF,446334,3,3,1,0,0,0,1,1,1,1,0,1,,,415056,2015072100303
CU,446334,3,4,1,0,0,0,1,2,1,1,0,1,,,415056,2015072100304
CU,446334,3,5,1,0,0,0,2,2,1,1,0,1,0.0,,415056,2015072100305
FF,425766,4,1,1,0,0,1,0,0,2,1,0,1,,,415056,2015072100401
FF,425766,4,2,1,0,0,1,0,1,2,1,0,1,,,415056,2015072100402
CH,425766,4,3,1,0,0,1,1,1,2,1,0,1,,,415056,2015072100403
FF,425766,4,4,1,0,0,1,1,2,2,1,0,1,,,415056,2015072100404
CU,425766,4,5,1,0,0,1,1,2,2,1,0,1,,,415056,2015072100405
SI,425766,4,6,1,0,0,1,2,2,2,1,0,1,0.0,,415056,2015072100406
FF,523253,9,1,2,0,0,0,0,0,0,1,1,1,,,415056,2015072100901
FF,523253,9,2,2,0,0,0,1,0,0,1,1,1,,,415056,2015072100902
FF,523253,9,3,2,0,0,0,2,0,0,1,1,1,,,415056,2015072100903
FF,523253,9,4,2,0,0,0,2,1,0,1,1,1,,,415056,2015072100904
CU,523253,9,5,2,0,0,0,2,2,0,1,1,1,0.0,,415056,2015072100905
FF,595281,10,1,2,0,0,1,0,0,1,1,1,1,0.0,,415056,2015072101001
FF,518653,11,1,2,0,0,0,0,0,2,1,1,1,,,415056,2015072101101
CU,518653,11,2,2,0,0,0,0,1,2,1,1,1,0.9,,415056,2015072101102
CU,425784,12,1,2,0,0,0,0,0,2,1,1,0,,,415056,2015072101201
CU,425784,12,2,2,0,0,0,0,1,2,1,1,0,,,415056,2015072101202
FF,425784,12,3,2,0,0,0,0,2,2,1,1,0,0.0,,415056,2015072101203
FF,501992,18,1,3,0,0,0,0,0,0,1,1,1,2.0,6.0,415056,2015072101801
FF,444379,19,1,3,1,0,1,0,0,0,1,1,1,,,415056,2015072101901
SI,444379,19,2,3,1,0,1,1,0,0,1,1,1,,,415056,2015072101902
FF,444379,19,3,3,1,0,1,2,0,0,1,1,1,,,415056,2015072101903
CH,444379,19,4,3,1,0,1,2,1,0,1,1,1,,,415056,2015072101904
FF,444379,19,5,3,1,0,1,3,1,0,1,1,1,,,415056,2015072101905
CH,444379,19,6,3,1,0,1,3,2,0,1,1,1,0.0,2.0,415056,2015072101906
FF,519306,20,1,3,1,0,0,0,0,1,1,1,1,,,415056,2015072102001
SI,519306,20,2,3,1,0,0,0,1,1,1,1,1,,,415056,2015072102002
FF,519306,20,3,3,1,0,0,0,2,1,1,1,1,,,415056,2015072102003
CU,519306,20,4,3,1,0,0,0,2,1,1,1,1,0.0,,415056,2015072102004
SI,446334,21,1,3,1,0,0,0,0,2,1,1,1,,,415056,2015072102101
CU,446334,21,2,3,1,0,0,1,0,2,1,1,1,,,415056,2015072102102
CH,446334,21,3,3,1,0,0,1,1,2,1,1,1,0.0,2.0,415056,2015072102103
CH,425766,26,1,4,1,0,1,0,0,0,1,1,1,,,415056,2015072102601
FF,425766,26,2,4,1,0,1,0,1,0,1,1,1,,,415056,2015072102602
SI,425766,26,3,4,1,0,1,1,1,0,1,1,1,0.0,2.0,415056,2015072102603
FF,523253,27,1,4,1,0,0,0,0,1,1,1,1,,,415056,2015072102701
CH,523253,27,2,4,1,0,0,0,1,1,1,1,1,,,415056,2015072102702
SI,523253,27,3,4,1,0,0,0,2,1,1,1,1,0.0,4.0,415056,2015072102703
CH,595281,28,1,4,1,0,1,0,0,2,1,1,1,,,415056,2015072102801
SI,595281,28,2,4,1,0,1,1,0,2,1,1,1,0.0,4.0,415056,2015072102802
FF,518653,32,1,5,1,0,0,0,0,0,1,1,1,,,415056,2015072103201
FF,518653,32,2,5,1,0,0,1,0,0,1,1,1,,,415056,2015072103202
FF,518653,32,3,5,1,0,0,1,1,0,1,1,1,0.0,2.0,415056,2015072103203
FF,425784,33,1,5,1,0,0,0,0,1,1,1,1,,,415056,2015072103301
FF,425784,33,2,5,1,0,0,1,0,1,1,1,1,,,415056,2015072103302
SI,425784,33,3,5,1,0,0,2,0,1,1,1,1,,,415056,2015072103303
CH,425784,33,4,5,1,0,0,2,1,1,1,1,1,,,415056,2015072103304
CH,425784,33,5,5,1,0,0,2,2,1,1,1,1,0.9,4.0,415056,2015072103305
SI,501992,34,1,5,1,0,0,0,0,1,1,1,0,,,415056,2015072103401
SI,501992,34,2,5,1,0,0,1,0,1,1,1,0,,,415056,2015072103402
SI,501992,34,3,5,1,0,0,1,1,1,1,1,0,,,415056,2015072103403
CU,501992,34,4,5,1,0,0,1,2,1,1,1,0,0.0,,415056,2015072103404
CU,444379,35,1,5,1,0,1,0,0,2,1,1,0,,,415056,2015072103501
CH,444379,35,2,5,1,0,1,1,0,2,1,1,0,,,415056,2015072103502
SI,444379,35,3,5,1,0,1,1,1,2,1,1,0,,,415056,2015072103503
CU,444379,35,4,5,1,0,1,1,2,2,1,1,0,,,415056,2015072103504
FF,444379,35,5,5,1,0,1,1,2,2,1,1,0,0.9,4.0,415056,2015072103505
FF,519306,36,1,5,1,0,0,0,0,2,1,0,0,,,415056,2015072103601
CH,519306,36,2,5,1,0,0,1,0,2,1,0,0,,,415056,2015072103602
SI,519306,36,3,5,1,0,0,2,0,2,1,0,0,,,415056,2015072103603
SI,519306,36,4,5,1,0,0,2,1,2,1,0,0,,,415056,2015072103604
CH,519306,36,5,5,1,0,0,2,2,2,1,0,0,0.0,,415056,2015072103605
SI,446334,40,1,6,1,0,0,0,0,0,1,1,1,0.0,2.0,415056,2015072104001
SI,425766,41,1,6,1,0,1,0,0,1,1,1,1,,,415056,2015072104101
CH,425766,41,2,6,1,0,1,0,1,1,1,1,1,,,415056,2015072104102
SI,425766,41,3,6,1,0,1,0,2,1,1,1,1,,,415056,2015072104103
CU,425766,41,4,6,1,0,1,1,2,1,1,1,1,,,415056,2015072104104
CH,425766,41,5,6,1,0,1,2,2,1,1,1,1,,,415056,2015072104105
FF,425766,41,6,6,1,0,1,2,2,1,1,1,1,0.0,2.0,415056,2015072104106
CU,523253,42,1,6,1,0,0,0,0,2,1,1,1,,,415056,2015072104201
CU,523253,42,2,6,1,0,0,1,0,2,1,1,1,,,415056,2015072104202
SI,523253,42,3,6,1,0,0,2,0,2,1,1,1,,,415056,2015072104203
SI,523253,42,4,6,1,0,0,2,1,2,1,1,1,,,415056,2015072104204
SI,523253,42,5,6,1,0,0,3,1,2,1,1,1,0.7,,415056,2015072104205
CH,595281,43,1,6,1,0,1,0,0,2,1,1,0,,,415056,2015072104301
SI,595281,43,2,6,1,0,1,1,0,2,1,1,0,,,415056,2015072104302
FF,595281,43,3,6,1,0,1,2,0,2,1,1,0,0.0,3.0,415056,2015072104303
FF,451594,7,1,1,0,3,1,0,0,0,1,1,1,,,415125,2015072600701
FF,451594,7,2,1,0,3,1,1,0,0,1,1,1,,,415125,2015072600702
SI,451594,7,3,1,0,3,1,1,1,0,1,1,1,,,415125,2015072600703
SI,451594,7,4,1,0,3,1,2,1,0,1,1,1,,,415125,2015072600704
CH,451594,7,5,1,0,3,1,2,2,0,1,1,1,,,415125,2015072600705
CH,451594,7,6,1,0,3,1,2,2,0,1,1,1,,,415125,2015072600706
SI,451594,7,7,1,0,3,1,3,2,0,1,1,1,0.7,,415125,2015072600707
SI,656941,8,1,1,0,3,1,0,0,0,1,1,0,0.9,4.0,415125,2015072600801
CU,592178,9,1,1,0,3,0,0,0,0,0,1,0,,,415125,2015072600901
FF,592178,9,2,1,0,3,0,1,0,0,0,1,0,,,415125,2015072600902
FF,592178,9,3,1,0,3,0,1,1,0,0,1,0,0.0,5.0,415125,2015072600903
FF,519203,10,1,1,1,3,1,0,0,1,1,1,0,,,415125,2015072601001
CH,519203,10,2,1,1,3,1,1,0,1,1,1,0,,,415125,2015072601002
SI,519203,10,3,1,1,3,1,2,0,1,1,1,0,,,415125,2015072601003
SI,519203,10,4,1,1,3,1,3,0,1,1,1,0,0.0,4.0,415125,2015072601004
CU,624585,15,1,2,1,3,0,0,0,0,1,1,1,0.0,3.0,415125,2015072601501
FF,458085,16,1,2,1,3,1,0,0,1,1,1,1,,,415125,2015072601601
FF,458085,16,2,2,1,3,1,0,1,1,1,1,1,,,415125,2015072601602
CH,458085,16,3,2,1,3,1,1,1,1,1,1,1,,,415125,2015072601603
FF,458085,16,4,2,1,3,1,2,1,1,1,1,1,,,415125,2015072601604
CU,458085,16,5,2,1,3,1,2,2,1,1,1,1,0.0,2.0,415125,2015072601605
FF,516770,17,1,2,1,3,0,0,0,2,1,1,1,,,415125,2015072601701
FF,516770,17,2,2,1,3,0,0,1,2,1,1,1,,,415125,2015072601702
CU,516770,17,3,2,1,3,0,0,2,2,1,1,1,0.0,,415125,2015072601703
SI,434628,21,1,3,1,3,0,0,0,0,1,1,1,,,415125,2015072602101
CU,434628,21,2,3,1,3,0,0,1,0,1,1,1,0.0,2.0,415125,2015072602102
FF,608365,22,1,3,1,3,0,0,0,1,1,1,1,,,415125,2015072602201
SI,608365,22,2,3,1,3,0,1,0,1,1,1,1,,,415125,2015072602202
FF,608365,22,3,3,1,3,0,1,1,1,1,1,1,0.0,3.0,415125,2015072602203
FF,451594,23,1,3,1,3,1,0,0,2,1,1,1,2.0,6.0,415125,2015072602301
CH,656941,24,1,3,2,3,1,0,0,2,1,1,1,,,415125,2015072602401
CH,656941,24,2,3,2,3,1,1,0,2,1,1,1,,,415125,2015072602402
SI,656941,24,3,3,2,3,1,2,0,2,1,1,1,,,415125,2015072602403
SI,656941,24,4,3,2,3,1,3,0,2,1,1,1,0.7,,415125,2015072602404
CU,592178,25,1,3,2,3,0,0,0,2,1,1,0,0.0,,415125,2015072602501
SI,592178,33,1,4,2,6,0,0,0,0,1,1,1,,,415125,2015072603301
CH,592178,33,2,4,2,6,0,0,1,0,1,1,1,,,415125,2015072603302
SI,592178,33,3,4,2,6,0,0,2,0,1,1,1,,,415125,2015072603303
CU,592178,33,4,4,2,6,0,1,2,0,1,1,1,0.0,,415125,2015072603304
CU,519203,34,1,4,2,6,1,0,0,1,1,1,1,,,415125,2015072603401
FF,519203,34,2,4,2,6,1,0,1,1,1,1,1,,,415125,2015072603402
FF,519203,34,3,4,2,6,1,0,2,1,1,1,1,,,415125,2015072603403
CU,519203,34,4,4,2,6,1,0,2,1,1,1,1,,,415125,2015072603404
CU,519203,34,5,4,2,6,1,1,2,1,1,1,1,0.0,,415125,2015072603405
SI,624585,35,1,4,2,6,0,0,0,2,1,1,1,0.0,2.0,415125,2015072603501
SI,458085,42,1,5,2,8,1,0,0,0,1,1,1,,,415125,2015072604201
CU,458085,42,2,5,2,8,1,0,1,0,1,1,1,,,415125,2015072604202
CH,458085,42,3,5,2,8,1,1,1,0,1,1,1,0.0,2.0,415125,2015072604203
CU,516770,43,1,5,2,8,0,0,0,1,1,1,1,,,415125,2015072604301
CU,516770,43,2,5,2,8,0,0,1,1,1,1,1,0.0,3.0,415125,2015072604302
SI,468406,44,1,5,2,8,1,0,0,2,1,1,1,,,415125,2015072604401
CH,468406,44,2,5,2,8,1,0,1,2,1,1,1,0.0,4.0,415125,2015072604402
SI,608365,51,1,6,2,9,0,0,0,0,1,1,1,,,415125,2015072605101
SI,608365,51,2,6,2,9,0,1,0,0,1,1,1,,,415125,2015072605102
SI,608365,51,3,6,2,9,0,2,0,0,1,1,1,0.0,2.0,415125,2015072605103
CU,451594,52,1,6,2,9,1,0,0,1,1,1,1,,,415125,2015072605201
CH,451594,52,2,6,2,9,1,0,1,1,1,1,1,,,415125,2015072605202
CH,451594,52,3,6,2,9,1,1,1,1,1,1,1,,,415125,2015072605203
SI,451594,52,4,6,2,9,1,2,1,1,1,1,1,0.0,2.0,415125,2015072605204
FF,656941,53,1,6,2,9,1,0,0,2,1,1,1,,,415125,2015072605301
SI,656941,53,2,6,2,9,1,0,1,2,1,1,1,,,415125,2015072605302
SI,656941,53,3,6,2,9,1,1,1,2,1,1,1,,,415125,2015072605303
CH,656941,53,4,6,2,9,1,2,1,2,1,1,1,,,415125,2015072605304
CH,656941,53,5,6,2,9,1,2,2,2,1,1,1,0.0,5.0,415125,2015072605305
SI,592178,59,1,7,2,9,0,0,0,0,1,1,1,,,415125,2015072605901
SI,592178,59,2,7,2,9,0,0,1,0,1,1,1,,,415125,2015072605902
FF,592178,59,3,7,2,9,0,0,2,0,1,1,1,,,415125,2015072605903
CU,592178,59,4,7,2,9,0,1,2,0,1,1,1,0.0,,415125,2015072605904
SI,519203,60,1,7,2,9,1,0,0,1,1,1,1,0.0,2.0,415125,2015072606001
CH,624585,61,1,7,2,9,0,0,0,2,1,1,1,0.9,2.0,415125,2015072606101
SI,458085,62,1,7,2,9,1,0,0,2,1,1,0,,,415125,2015072606201
CU,458085,62,2,7,2,9,1,0,1,2,1,1,0,,,415125,2015072606202
CU,458085,62,3,7,2,9,1,1,1,2,1,1,0,,,415125,2015072606203
CU,458085,62,4,7,2,9,1,1,2,2,1,1,0,0.0,,415125,2015072606204
SI,456121,69,1,8,2,11,0,0,0,0,1,1,1,,,415125,2015072606901
CU,456121,69,2,8,2,11,0,0,1,0,1,1,1,,,415125,2015072606902
CU,456121,69,3,8,2,11,0,0,2,0,1,1,1,0.0,,415125,2015072606903
SI,468406,70,1,8,2,11,1,0,0,1,1,1,1,,,415125,2015072607001
CH,468406,70,2,8,2,11,1,0,1,1,1,1,1,,,415125,2015072607002
FF,468406,70,3,8,2,11,1,0,2,1,1,1,1,,,415125,2015072607003
CU,468406,70,4,8,2,11,1,0,2,1,1,1,1,,,415125,2015072607004
FF,468406,70,5,8,2,11,1,0,2,1,1,1,1,,,415125,2015072607005
CU,468406,70,6,8,2,11,1,0,2,1,1,1,1,,,415125,2015072607006
CU,468406,70,7,8,2,11,1,0,2,1,1,1,1,0.9,2.0,415125,2015072607007
SI,608365,71,1,8,2,11,0,0,0,1,1,1,0,2.0,6.0,415125,2015072607101
FF,460003,72,1,8,4,11,0,0,0,1,1,1,1,,,415125,2015072607201
CU,460003,72,2,8,4,11,0,0,1,1,1,1,1,,,415125,2015072607202
CU,460003,72,3,8,4,11,0,1,1,1,1,1,1,,,415125,2015072607203
FF,460003,72,4,8,4,11,0,2,1,1,1,1,1,,,415125,2015072607204
CU,460003,72,5,8,4,11,0,2,2,1,1,1,1,,,415125,2015072607205
FF,460003,72,6,8,4,11,0,3,2,1,1,1,1,,,415125,2015072607206
SI,460003,72,7,8,4,11,0,3,2,1,1,1,1,0.0,2.0,415125,2015072607207
FF,455976,1,1,1,0,0,1,0,0,0,1,1,1,,,415198,2015080100101
FF,455976,1,2,1,0,0,1,0,1,0,1,1,1,2.0,6.0,415198,2015080100102
FF,457727,2,1,1,1,0,0,0,0,0,1,1,1,,,415198,2015080100201
FF,457727,2,2,1,1,0,0,1,0,0,1,1,1,,,415198,2015080100202
SI,457727,2,3,1,1,0,0,2,0,0,1,1,1,,,415198,2015080100203
FF,457727,2,4,1,1,0,0,3,0,0,1,1,1,,,415198,2015080100204
SI,457727,2,5,1,1,0,0,3,1,0,1,1,1,,,415198,2015080100205
SI,457727,2,6,1,1,0,0,3,2,0,1,1,1,0.0,2.0,415198,2015080100206
SI,518692,3,1,1,1,0,1,0,0,1,1,1,1,,,415198,2015080100301
CH,518692,3,2,1,1,0,1,1,0,1,1,1,1,,,415198,2015080100302
CH,518692,3,3,1,1,0,1,1,1,1,1,1,1,,,415198,2015080100303
SI,518692,3,4,1,1,0,1,1,2,1,1,1,1,,,415198,2015080100304
CH,518692,3,5,1,1,0,1,2,2,1,1,1,1,1.25,6.0,415198,2015080100305
FF,150229,4,1,1,1,0,1,0,0,1,1,0,1,,,415198,2015080100401
FF,150229,4,2,1,1,0,1,0,1,1,1,0,1,,,415198,2015080100402
SI,150229,4,3,1,1,0,1,1,1,1,1,0,1,,,415198,2015080100403
SI,150229,4,4,1,1,0,1,2,1,1,1,0,1,,,415198,2015080100404
CU,150229,4,5,1,1,0,1,2,2,1,1,0,1,0.9,4.0,415198,2015080100405
CU,611177,5,1,1,2,0,0,0,0,1,1,1,0,,,415198,2015080100501
CU,611177,5,2,1,2,0,0,0,1,1,1,1,0,,,415198,2015080100502
CU,611177,5,3,1,2,0,0,0,2,1,1,1,0,,,415198,2015080100503
FF,611177,5,4,1,2,0,0,1,2,1,1,1,0,0.0,,415198,2015080100504
CH,607054,6,1,1,2,0,1,0,0,2,1,1,0,,,415198,2015080100601
FF,607054,6,2,1,2,0,1,1,0,2,1,1,0,,,415198,2015080100602
SI,607054,6,3,1,2,0,1,1,1,2,1,1,0,0.0,2.0,415198,2015080100603
FF,592743,12,1,2,2,1,0,0,0,0,1,1,1,,,415198,2015080101201
CU,592743,12,2,2,2,1,0,0,1,0,1,1,1,,,415198,2015080101202
CU,592743,12,3,2,2,1,0,0,2,0,1,1,1,,,415198,2015080101203
FF,592743,12,4,2,2,1,0,0,2,0,1,1,1,0.0,2.0,415198,2015080101204
FF,516811,13,1,2,2,1,0,0,0,1,1,1,1,,,415198,2015080101301
CU,516811,13,2,2,2,1,0,0,1,1,1,1,1,,,415198,2015080101302
FF,516811,13,3,2,2,1,0,1,1,1,1,1,1,,,415198,2015080101303
SI,516811,13,4,2,2,1,0,2,1,1,1,1,1,,,415198,2015080101304
CH,516811,13,5,2,2,1,0,2,2,1,1,1,1,0.9,4.0,415198,2015080101305
SI,605538,14,1,2,2,1,0,0,0,1,1,1,0,,,415198,2015080101401
SI,605538,14,2,2,2,1,0,0,1,1,1,1,0,,,415198,2015080101402
FF,605538,14,3,2,2,1,0,1,1,1,1,0,1,,,415198,2015080101403
FF,605538,14,4,2,2,1,0,1,2,1,1,0,1,,,415198,2015080101404
FF,605538,14,5,2,2,1,0,2,2,1,1,0,1,,,415198,2015080101405
SI,605538,14,6,2,2,1,0,3,2,1,1,0,1,0.0,,415198,2015080101406
CH,455976,15,1,2,2,1,1,0,0,2,1,0,1,,,415198,2015080101501
SI,455976,15,2,2,2,1,1,0,1,2,1,0,1,,,415198,2015080101502
CU,455976,15,3,2,2,1,1,0,2,2,1,0,1,,,415198,2015080101503
SI,455976,15,4,2,2,1,1,0,2,2,1,0,1,,,415198,2015080101504
CU,455976,15,5,2,2,1,1,0,2,2,1,0,1,0.0,2.0,415198,2015080101505
CU,457727,19,1,3,2,1,0,0,0,0,1,1,1,,,415198,2015080101901
CU,457727,19,2,3,2,1,0,0,1,0,1,1,1,,,415198,2015080101902
FF,457727,19,3,3,2,1,0,0,2,0,1,1,1,0.0,2.0,415198,2015080101903
FF,518692,20,1,3,2,1,1,0,0,1,1,1,1,,,415198,2015080102001
SI,518692,20,2,3,2,1,1,1,0,1,1,1,1,0.9,4.0,415198,2015080102002
FF,150229,21,1,3,2,1,1,0,0,1,1,1,0,,,415198,2015080102101
FF,150229,21,2,3,2,1,1,0,1,1,1,1,0,,,415198,2015080102102
FF,150229,21,3,3,2,1,1,1,1,1,1,1,0,,,415198,2015080102103
SI,150229,21,4,3,2,1,1,2,1,1,1,1,0,0.0,2.0,415198,2015080102104
FF,611177,22,1,3,2,1,0,0,0,2,1,1,0,,,415198,2015080102201
FF,611177,22,2,3,2,1,0,0,1,2,1,1,0,,,415198,2015080102202
SI,611177,22,3,3,2,1,0,0,2,2,1,1,0,,,415198,2015080102203
CU,611177,22,4,3,2,1,0,0,2,2,1,1,0,,,415198,2015080102204
CU,611177,22,5,3,2,1,0,1,2,2,1,1,0,0.0,,415198,2015080102205
FF,607054,26,1,4,2,1,1,0,0,0,1,1,1,,,415198,2015080102601
SI,607054,26,2,4,2,1,1,1,0,0,1,1,1,,,415198,2015080102602
CH,607054,26,3,4,2,1,1,2,0,0,1,1,1,,,415198,2015080102603
CH,607054,26,4,4,2,1,1,2,1,0,1,1,1,,,415198,2015080102604
FF,607054,26,5,4,2,1,1,2,2,0,1,1,1,,,415198,2015080102605
FF,607054,26,6,4,2,1,1,3,2,0,1,1,1,0.0,2.0,415198,2015080102606
CU,592743,27,1,4,2,1,0,0,0,1,1,1,1,,,415198,2015080102701
FF,592743,27,2,4,2,1,0,0,1,1,1,1,1,0.0,3.0,415198,2015080102702
SI,516811,28,1,4,2,1,0,0,0,2,1,1,1,,,415198,2015080102801
SI,516811,28,2,4,2,1,0,0,1,2,1,1,1,,,415198,2015080102802
FF,516811,28,3,4,2,1,0,0,2,2,1,1,1,,,415198,2015080102803
CU,516811,28,4,4,2,1,0,0,2,2,1,1,1,0.0,3.0,415198,2015080102804
FF,605538,36,1,5,2,5,0,0,0,0,1,1,1,,,415198,2015080103601
FF,605538,36,2,5,2,5,0,1,0,0,1,1,1,,,415198,2015080103602
SI,605538,36,3,5,2,5,0,1,1,0,1,1,1,,,415198,2015080103603
SI,605538,36,4,5,2,5,0,2,1,0,1,1,1,,,415198,2015080103604
CU,605538,36,5,5,2,5,0,2,2,0,1,1,1,,,415198,2015080103605
CU,605538,36,6,5,2,5,0,2,2,0,1,1,1,0.0,2.0,415198,2015080103606
CH,455976,37,1,5,2,5,1,0,0,1,1,1,1,,,415198,2015080103701
FF,455976,37,2,5,2,5,1,1,0,1,1,1,1,,,415198,2015080103702
CU,455976,37,3,5,2,5,1,1,1,1,1,1,1,,,415198,2015080103703
CH,455976,37,4,5,2,5,1,2,1,1,1,1,1,,,415198,2015080103704
FF,455976,37,5,5,2,5,1,2,2,1,1,1,1,,,415198,2015080103705
CU,455976,37,6,5,2,5,1,2,2,1,1,1,1,,,415198,2015080103706
CU,455976,37,7,5,2,5,1,2,2,1,1,1,1,,,415198,2015080103707
FF,455976,37,8,5,2,5,1,3,2,1,1,1,1,,,415198,2015080103708
FF,455976,37,9,5,2,5,1,3,2,1,1,1,1,0.0,2.0,415198,2015080103709
SI,457727,38,1,5,2,5,0,0,0,2,1,1,1,,,415198,2015080103801
SI,457727,38,2,5,2,5,0,1,0,2,1,1,1,0.0,4.0,415198,2015080103802
FF,506560,4,1,1,0,0,1,0,0,0,1,1,1,,,415287,2015080700401
FF,506560,4,2,1,0,0,1,1,0,0,1,1,1,0.0,3.0,415287,2015080700402
FF,500208,5,1,1,0,0,1,0,0,1,1,1,1,,,415287,2015080700501
FF,500208,5,2,1,0,0,1,1,0,1,1,1,1,,,415287,2015080700502
SI,500208,5,3,1,0,0,1,1,1,1,1,1,1,,,415287,2015080700503
FF,500208,5,4,1,0,0,1,2,1,1,1,1,1,0.0,3.0,415287,2015080700504
FF,461314,6,1,1,0,0,0,0,0,2,1,1,1,0.0,2.0,415287,2015080700601
FF,457708,12,1,2,0,0,0,0,0,0,1,1,1,,,415287,2015080701201
CU,457708,12,2,2,0,0,0,0,1,0,1,1,1,,,415287,2015080701202
FF,457708,12,3,2,0,0,0,0,2,0,1,1,1,0.7,,415287,2015080701203
SI,475174,13,1,2,0,0,1,0,0,0,1,1,0,,,415287,2015080701301
SI,475174,13,2,2,0,0,1,1,0,0,1,0,1,,,415287,2015080701302
SI,475174,13,3,2,0,0,1,2,0,0,1,0,1,0.0,2.0,415287,2015080701303
CU,576397,14,1,2,0,0,0,0,0,1,0,1,1,,,415287,2015080701401
FF,576397,14,2,2,0,0,0,1,0,1,0,1,1,,,415287,2015080701402
FF,576397,14,3,2,0,0,0,1,1,1,0,1,1,,,415287,2015080701403
CH,576397,14,4,2,0,0,0,2,1,1,0,1,1,,,415287,2015080701404
FF,576397,14,5,2,0,0,0,3,1,1,0,1,1,,,415287,2015080701405
FF,576397,14,6,2,0,0,0,3,2,1,0,1,1,0.0,,415287,2015080701406
CU,519083,15,1,2,0,0,0,0,0,2,0,1,1,,,415287,2015080701501
FF,519083,15,2,2,0,0,0,0,1,2,0,1,1,,,415287,2015080701502
FF,519083,15,3,2,0,0,0,1,1,2,0,1,1,,,415287,2015080701503
CU,519083,15,4,2,0,0,0,1,2,2,0,1,1,,,415287,2015080701504
CU,519083,15,5,2,0,0,0,2,2,2,0,1,1,,,415287,2015080701505
FF,519083,15,6,2,0,0,0,3,2,2,0,1,1,0.9,4.0,415287,2015080701506
FF,425834,16,1,2,1,0,0,0,0,2,1,1,0,0.0,3.0,415287,2015080701601
FF,448306,21,1,3,1,0,0,0,0,0,1,1,1,,,415287,2015080702101
FF,448306,21,2,3,1,0,0,0,1,0,1,1,1,,,415287,2015080702102
CU,448306,21,3,3,1,0,0,0,2,0,1,1,1,0.0,2.0,415287,2015080702103
FF,506560,22,1,3,1,0,1,0,0,1,1,1,1,,,415287,2015080702201
FF,506560,22,2,3,1,0,1,0,1,1,1,1,1,,,415287,2015080702202
CH,506560,22,3,3,1,0,1,1,1,1,1,1,1,0.9,2.0,415287,2015080702203
FF,500208,23,1,3,1,0,1,0,0,1,1,1,0,,,415287,2015080702301
SI,500208,23,2,3,1,0,1,1,0,1,1,1,0,,,415287,2015080702302
SI,500208,23,3,3,1,0,1,2,0,1,1,1,0,,,415287,2015080702303
FF,500208,23,4,3,1,0,1,3,0,1,1,1,0,,,415287,2015080702304
FF,500208,23,5,3,1,0,1,3,1,1,1,1,0,0.9,4.0,415287,2015080702305
CU,461314,24,1,3,1,0,0,0,0,1,1,0,0,,,415287,2015080702401
CH,461314,24,2,3,1,0,0,1,0,1,1,0,0,,,415287,2015080702402
CH,461314,24,3,3,1,0,0,1,1,1,1,0,0,,,415287,2015080702403
FF,461314,24,4,3,1,0,0,1,2,1,1,0,0,,,415287,2015080702404
FF,461314,24,5,3,1,0,0,2,2,1,1,0,0,0.0,,415287,2015080702405
CU,457708,25,1,3,1,0,0,0,0,2,1,0,0,,,415287,2015080702501
CU,457708,25,2,3,1,0,0,0,1,2,0,1,0,,,415287,2015080702502
FF,457708,25,3,3,1,0,0,0,2,2,0,1,0,1.6,5.0,415287,2015080702503
CH,475174,26,1,3,3,0,1,0,0,2,0,1,1,0.0,4.0,415287,2015080702601
FF,576397,31,1,4,3,1,0,0,0,0,1,1,1,0.9,2.0,415287,2015080703101
SI,519083,32,1,4,3,1,0,0,0,0,1,1,0,,,415287,2015080703201
SI,519083,32,2,4,3,1,0,1,0,0,1,1,0,0.0,4.0,415287,2015080703202
CU,425834,33,1,4,3,1,0,0,0,1,1,1,0,,,415287,2015080703301
CH,425834,33,2,4,3,1,0,1,0,1,1,1,0,,,415287,2015080703302
FF,425834,33,3,4,3,1,0,1,1,1,1,1,0,,,415287,2015080703303
FF,425834,33,4,4,3,1,0,2,1,1,1,1,0,,,415287,2015080703304
CU,425834,33,5,4,3,1,0,2,2,1,1,1,0,0.0,3.0,415287,2015080703305
FF,448306,34,1,4,3,1,0,0,0,2,1,1,0,,,415287,2015080703401
FF,448306,34,2,4,3,1,0,1,0,2,1,1,0,,,415287,2015080703402
FF,448306,34,3,4,3,1,0,2,0,2,1,1,0,,,415287,2015080703403
FF,448306,34,4,4,3,1,0,2,1,2,1,1,0,,,415287,2015080703404
FF,448306,34,5,4,3,1,0,2,2,2,1,1,0,,,415287,2015080703405
FF,448306,34,6,4,3,1,0,2,2,2,1,1,0,,,415287,2015080703406
