pitch_type,batter,at_bat_number,pitch_number,inning,bat_score,fld_score,stand,balls,strikes,outs_when_up,on_3b,on_2b,on_1b,woba_value,launch_speed_angle,game_pk,pitch_pk
CU,543685,20,1,3,0,2,0,0,0,1,1,0,1,,,567104,2019071302001
CH,543685,20,2,3,0,2,0,1,0,1,0,1,1,,,567104,2019071302002
CU,543685,20,3,3,0,2,0,2,0,1,0,1,1,,,567104,2019071302003
SI,543685,20,4,3,0,2,0,3,0,1,0,1,1,,,567104,2019071302004
FF,543685,20,5,3,0,2,0,3,1,1,0,1,1,,,567104,2019071302005
CU,543685,20,6,3,0,2,0,3,2,1,0,1,1,,,567104,2019071302006
FF,543685,20,7,3,0,2,0,3,2,1,0,1,1,,,567104,2019071302007
FF,543685,20,8,3,0,2,0,3,2,1,0,1,1,0.0,1.0,567104,2019071302008
CH,665742,21,1,3,0,2,1,0,0,2,0,1,1,,,567104,2019071302101
CU,665742,21,2,3,0,2,1,0,1,2,0,1,1,,,567104,2019071302102
SI,665742,21,3,3,0,2,1,1,1,2,0,1,1,,,567104,2019071302103
SI,665742,21,4,3,0,2,1,2,1,2,0,1,1,,,567104,2019071302104
CU,665742,21,5,3,0,2,1,2,2,2,0,1,1,,,567104,2019071302105
CU,665742,21,6,3,0,2,1,3,2,2,0,1,1,,,567104,2019071302106
SI,665742,21,7,3,0,2,1,3,2,2,0,1,1,0.0,,567104,2019071302107
CU,475582,26,1,4,0,2,0,0,0,0,1,1,1,,,567104,2019071302601
FF,475582,26,2,4,0,2,0,1,0,0,1,1,1,,,567104,2019071302602
FF,475582,26,3,4,0,2,0,1,1,0,1,1,1,,,567104,2019071302603
FF,475582,26,4,4,0,2,0,1,2,0,1,1,1,,,567104,2019071302604
CU,475582,26,5,4,0,2,0,2,2,0,1,1,1,,,567104,2019071302605
CU,475582,26,6,4,0,2,0,3,2,0,1,1,1,,,567104,2019071302606
CU,475582,26,7,4,0,2,0,3,2,0,1,1,1,0.0,,567104,2019071302607
CH,572821,27,1,4,0,2,0,0,0,1,1,1,1,,,567104,2019071302701
CU,572821,27,2,4,0,2,0,1,0,1,1,1,1,,,567104,2019071302702
CU,572821,27,3,4,0,2,0,2,0,1,1,1,1,,,567104,2019071302703
SI,572821,27,4,4,0,2,0,3,0,1,1,1,1,,,567104,2019071302704
FF,572821,27,5,4,0,2,0,3,1,1,1,1,1,0.7,,567104,2019071302705
CH,645302,28,1,4,0,2,0,0,0,1,1,1,0,,,567104,2019071302801
CH,645302,28,2,4,0,2,0,1,0,1,1,1,0,0.0,2.0,567104,2019071302802
CH,543228,29,1,4,0,2,0,0,0,2,1,1,0,,,567104,2019071302901
FF,543228,29,2,4,0,2,0,0,1,2,1,1,0,,,567104,2019071302902
FF,543228,29,3,4,0,2,0,0,2,2,1,1,0,,,567104,2019071302903
CH,543228,29,4,4,0,2,0,1,2,2,1,0,1,,,567104,2019071302904
CU,543228,29,5,4,0,2,0,1,2,2,1,0,1,,,567104,2019071302905
FF,543228,29,6,4,0,2,0,1,2,2,1,0,1,0.0,,567104,2019071302906
FF,571578,35,1,5,0,3,1,0,0,0,1,1,1,,,567104,2019071303501
CU,571578,35,2,5,0,3,1,0,1,0,1,1,1,,,567104,2019071303502
CU,571578,35,3,5,0,3,1,0,2,0,1,1,1,0.0,2.0,567104,2019071303503
CU,607208,36,1,5,0,3,0,0,0,1,1,1,1,,,567104,2019071303601
FF,607208,36,2,5,0,3,0,0,1,1,1,1,1,,,567104,2019071303602
CU,607208,36,3,5,0,3,0,0,2,1,1,1,1,0.0,,567104,2019071303603
CU,594809,37,1,5,0,3,1,0,0,2,1,1,1,,,567104,2019071303701
SI,594809,37,2,5,0,3,1,1,0,2,1,1,1,,,567104,2019071303702
SI,594809,37,3,5,0,3,1,2,0,2,1,1,1,,,567104,2019071303703
SI,594809,37,4,5,0,3,1,2,1,2,1,1,1,,,567104,2019071303704
CH,594809,37,5,5,0,3,1,3,1,2,1,1,1,,,567104,2019071303705
FF,594809,37,6,5,0,3,1,3,2,2,1,1,1,,,567104,2019071303706
SI,594809,37,7,5,0,3,1,3,2,2,1,1,1,0.0,3.0,567104,2019071303707
FF,543685,41,1,6,0,3,0,0,0,0,1,1,1,,,567104,2019071304101
CH,543685,41,2,6,0,3,0,0,1,0,1,1,1,,,567104,2019071304102
FF,543685,41,3,6,0,3,0,1,1,0,1,1,1,,,567104,2019071304103
CU,543685,41,4,6,0,3,0,1,2,0,1,1,1,,,567104,2019071304104
CU,543685,41,5,6,0,3,0,1,2,0,1,1,1,,,567104,2019071304105
FF,543685,41,6,6,0,3,0,1,2,0,1,1,1,,,567104,2019071304106
CU,543685,41,7,6,0,3,0,2,2,0,1,1,1,,,567104,2019071304107
CH,543685,41,8,6,0,3,0,2,2,0,1,1,1,,,567104,2019071304108
FF,543685,41,9,6,0,3,0,2,2,0,1,1,1,,,567104,2019071304109
FF,543685,41,10,6,0,3,0,3,2,0,1,1,1,0.7,,567104,2019071304110
FF,665742,42,1,6,0,3,1,0,0,0,1,1,0,,,567104,2019071304201
FF,665742,42,2,6,0,3,1,0,1,0,1,1,0,,,567104,2019071304202
FF,665742,42,3,6,0,3,1,1,1,0,1,1,0,,,567104,2019071304203
CU,665742,42,4,6,0,3,1,1,2,0,1,1,0,,,567104,2019071304204
SI,665742,42,5,6,0,3,1,2,2,0,1,1,0,0.0,4.0,567104,2019071304205
FF,475582,43,1,6,0,3,0,0,0,1,1,1,0,,,567104,2019071304301
SI,475582,43,2,6,0,3,0,0,1,1,1,1,0,0.0,2.0,567104,2019071304302
CU,572821,44,1,6,0,3,0,0,0,2,1,1,0,,,567104,2019071304401
FF,572821,44,2,6,0,3,0,1,0,2,1,1,0,,,567104,2019071304402
CU,572821,44,3,6,0,3,0,1,1,2,1,1,0,,,567104,2019071304403
CU,572821,44,4,6,0,3,0,2,1,2,1,1,0,,,567104,2019071304404
FF,572821,44,5,6,0,3,0,2,2,2,1,1,0,,,567104,2019071304405
CU,572821,44,6,6,0,3,0,3,2,2,1,1,0,0.7,,567104,2019071304406
CH,645302,45,1,6,0,3,0,0,0,2,1,0,0,,,567104,2019071304501
FF,645302,45,2,6,0,3,0,0,1,2,1,0,0,0.9,4.0,567104,2019071304502
CU,543228,46,1,6,1,3,0,0,0,2,1,0,0,,,567104,2019071304601
FF,543228,46,2,6,1,3,0,0,1,2,1,0,0,,,567104,2019071304602
CU,543228,46,3,6,1,3,0,0,2,2,1,0,0,0.0,,567104,2019071304603
FF,592626,1,1,1,0,0,1,0,0,0,1,1,1,,,567109,2019071800101
FF,592626,1,2,1,0,0,1,1,0,0,1,1,1,,,567109,2019071800102
CH,592626,1,3,1,0,0,1,1,1,0,1,1,1,,,567109,2019071800103
FF,592626,1,4,1,0,0,1,2,1,0,1,1,1,,,567109,2019071800104
CH,592626,1,5,1,0,0,1,3,1,0,1,1,1,,,567109,2019071800105
CH,592626,1,6,1,0,0,1,3,2,0,1,1,1,,,567109,2019071800106
FF,592626,1,7,1,0,0,1,3,2,0,1,1,1,0.0,,567109,2019071800107
FF,657077,2,1,1,0,0,1,0,0,1,1,1,1,,,567109,2019071800201
FF,657077,2,2,1,0,0,1,1,0,1,1,1,1,,,567109,2019071800202
CU,657077,2,3,1,0,0,1,1,1,1,1,1,1,,,567109,2019071800203
SI,657077,2,4,1,0,0,1,1,2,1,1,1,1,,,567109,2019071800204
SI,657077,2,5,1,0,0,1,2,2,1,1,1,1,,,567109,2019071800205
CH,657077,2,6,1,0,0,1,3,2,1,1,1,1,,,567109,2019071800206
CU,657077,2,7,1,0,0,1,3,2,1,1,1,1,,,567109,2019071800207
FF,657077,2,8,1,0,0,1,3,2,1,1,1,1,0.0,,567109,2019071800208
FF,457759,3,1,1,0,0,0,0,0,2,1,1,1,,,567109,2019071800301
CU,457759,3,2,1,0,0,0,1,0,2,1,1,1,,,567109,2019071800302
FF,457759,3,3,1,0,0,0,1,1,2,1,1,1,,,567109,2019071800303
FF,457759,3,4,1,0,0,0,1,2,2,1,1,1,,,567109,2019071800304
CU,457759,3,5,1,0,0,0,2,2,2,1,1,1,,,567109,2019071800305
CU,457759,3,6,1,0,0,0,3,2,2,1,1,1,0.0,3.0,567109,2019071800306
CU,641355,10,1,2,0,1,1,0,0,0,1,1,1,,,567109,2019071801001
CU,641355,10,2,2,0,1,1,1,0,0,1,1,1,,,567109,2019071801002
CH,641355,10,3,2,0,1,1,1,1,0,1,1,1,,,567109,2019071801003
SI,641355,10,4,2,0,1,1,1,2,0,1,1,1,,,567109,2019071801004
CH,641355,10,5,2,0,1,1,2,2,0,1,1,1,0.0,5.0,567109,2019071801005
FF,571970,11,1,2,0,1,1,0,0,1,1,1,1,,,567109,2019071801101
FF,571970,11,2,2,0,1,1,1,0,1,1,1,1,,,567109,2019071801102
FF,571970,11,3,2,0,1,1,2,0,1,1,1,1,,,567109,2019071801103
CU,571970,11,4,2,0,1,1,2,1,1,1,1,1,,,567109,2019071801104
CH,571970,11,5,2,0,1,1,2,2,1,1,1,1,0.0,,567109,2019071801105
CU,607461,12,1,2,0,1,1,0,0,2,1,1,1,,,567109,2019071801201
FF,607461,12,2,2,0,1,1,1,0,2,1,1,1,,,567109,2019071801202
SI,607461,12,3,2,0,1,1,1,1,2,1,1,1,2.0,6.0,567109,2019071801203
FF,571771,13,1,2,1,1,0,0,0,2,1,1,1,,,567109,2019071801301
CU,571771,13,2,2,1,1,0,0,1,2,1,1,1,,,567109,2019071801302
CU,571771,13,3,2,1,1,0,0,2,2,1,1,1,,,567109,2019071801303
CU,571771,13,4,2,1,1,0,1,2,2,1,1,1,2.0,5.0,567109,2019071801304
CU,605131,14,1,2,2,1,0,0,0,2,1,1,1,,,567109,2019071801401
FF,605131,14,2,2,2,1,0,0,1,2,1,1,1,0.0,2.0,567109,2019071801402
FF,548389,19,1,3,2,2,0,0,0,0,1,1,1,,,567109,2019071801901
FF,548389,19,2,3,2,2,0,0,1,0,1,1,1,0.0,2.0,567109,2019071801902
CU,592626,20,1,3,2,2,1,0,0,1,1,1,1,,,567109,2019071802001
FF,592626,20,2,3,2,2,1,0,1,1,1,1,1,,,567109,2019071802002
CU,592626,20,3,3,2,2,1,0,2,1,1,1,1,,,567109,2019071802003
CH,592626,20,4,3,2,2,1,0,2,1,1,1,1,,,567109,2019071802004
CH,592626,20,5,3,2,2,1,1,2,1,1,1,1,,,567109,2019071802005
CU,592626,20,6,3,2,2,1,2,2,1,1,1,1,,,567109,2019071802006
FF,592626,20,7,3,2,2,1,2,2,1,1,1,1,,,567109,2019071802007
CU,592626,20,8,3,2,2,1,3,2,1,1,1,1,,,567109,2019071802008
CU,592626,20,9,3,2,2,1,3,2,1,1,1,1,,,567109,2019071802009
CH,592626,20,10,3,2,2,1,3,2,1,1,1,1,0.7,,567109,2019071802010
FF,657077,21,1,3,2,2,1,0,0,1,1,1,0,,,567109,2019071802101
FF,657077,21,2,3,2,2,1,0,1,1,1,1,0,,,567109,2019071802102
CH,657077,21,3,3,2,2,1,1,1,1,1,1,0,,,567109,2019071802103
CU,657077,21,4,3,2,2,1,2,1,1,1,1,0,,,567109,2019071802104
FF,657077,21,5,3,2,2,1,3,1,1,1,1,0,0.7,,567109,2019071802105
CH,457759,22,1,3,2,2,0,0,0,1,1,0,0,,,567109,2019071802201
CU,457759,22,2,3,2,2,0,0,1,1,1,0,0,0.0,2.0,567109,2019071802202
CH,641355,23,1,3,2,2,1,0,0,2,0,1,0,,,567109,2019071802301
CU,641355,23,2,3,2,2,1,1,0,2,0,1,0,,,567109,2019071802302
CH,641355,23,3,3,2,2,1,2,0,2,0,1,0,0.0,4.0,567109,2019071802303
FF,571970,29,1,4,2,3,1,0,0,0,1,1,1,,,567109,2019071802901
CU,571970,29,2,4,2,3,1,1,0,0,1,1,1,,,567109,2019071802902
CU,571970,29,3,4,2,3,1,1,1,0,1,1,1,,,567109,2019071802903
FF,571970,29,4,4,2,3,1,1,2,0,1,1,1,,,567109,2019071802904
CU,571970,29,5,4,2,3,1,2,2,0,1,1,1,0.0,2.0,567109,2019071802905
CU,607461,30,1,4,2,3,1,0,0,1,1,1,1,,,567109,2019071803001
CU,607461,30,2,4,2,3,1,1,0,1,1,1,1,,,567109,2019071803002
FF,607461,30,3,4,2,3,1,1,1,1,1,1,1,,,567109,2019071803003
CH,607461,30,4,4,2,3,1,1,2,1,1,1,1,0.9,2.0,567109,2019071803004
CH,571771,31,1,4,2,3,0,0,0,1,1,1,0,,,567109,2019071803101
FF,571771,31,2,4,2,3,0,1,0,1,1,1,0,,,567109,2019071803102
CU,571771,31,3,4,2,3,0,1,1,1,1,1,0,,,567109,2019071803103
CH,571771,31,4,4,2,3,0,2,1,1,1,1,0,2.0,5.0,567109,2019071803104
FF,605131,32,1,4,4,3,0,0,0,1,1,1,1,0.0,6.0,567109,2019071803201
SI,548389,33,1,4,4,3,0,0,0,2,1,1,1,,,567109,2019071803301
CU,548389,33,2,4,4,3,0,0,1,2,1,1,1,,,567109,2019071803302
CU,548389,33,3,4,4,3,0,0,2,2,1,1,1,0.0,,567109,2019071803303
FF,592626,37,1,5,4,3,1,0,0,0,1,1,1,0.0,3.0,567109,2019071803701
FF,657077,38,1,5,4,3,1,0,0,1,1,1,1,,,567109,2019071803801
FF,657077,38,2,5,4,3,1,1,0,1,1,1,1,,,567109,2019071803802
CH,657077,38,3,5,4,3,1,2,0,1,1,1,1,,,567109,2019071803803
FF,657077,38,4,5,4,3,1,2,1,1,1,1,1,0.0,3.0,567109,2019071803804
CU,457759,39,1,5,4,3,0,0,0,2,1,1,1,,,567109,2019071803901
FF,457759,39,2,5,4,3,0,1,0,2,1,1,1,,,567109,2019071803902
CH,457759,39,3,5,4,3,0,2,0,2,1,1,1,,,567109,2019071803903
FF,457759,39,4,5,4,3,0,2,1,2,1,1,1,,,567109,2019071803904
CH,457759,39,5,5,4,3,0,3,1,2,1,1,1,1.25,4.0,567109,2019071803905
FF,641355,40,1,5,4,3,1,0,0,2,1,0,1,,,567109,2019071804001
CU,641355,40,2,5,4,3,1,1,0,2,1,0,1,,,567109,2019071804002
CU,571970,41,1,5,4,3,1,0,0,2,1,0,0,,,567109,2019071804101
CU,571970,41,2,5,4,3,1,1,0,2,1,0,0,,,567109,2019071804102
CH,571970,41,3,5,4,3,1,1,1,2,1,0,0,,,567109,2019071804103
CU,571970,41,4,5,4,3,1,2,1,2,1,0,0,,,567109,2019071804104
CH,571970,41,5,5,4,3,1,2,2,2,1,0,0,,,567109,2019071804105
CU,571970,41,6,5,4,3,1,3,2,2,0,1,0,,,567109,2019071804106
CU,571970,41,7,5,4,3,1,3,2,2,0,1,0,,,567109,2019071804107
FF,571970,41,8,5,4,3,1,3,2,2,0,1,0,0.0,,567109,2019071804108
FF,592444,6,1,1,0,0,0,0,0,0,1,1,1,,,565559,2019072300601
FF,592444,6,2,1,0,0,0,0,1,0,1,1,1,,,565559,2019072300602
CU,592444,6,3,1,0,0,0,0,2,0,1,1,1,,,565559,2019072300603
SI,592444,6,4,1,0,0,0,0,2,0,1,1,1,0.0,,565559,2019072300604
FF,605612,7,1,1,0,0,1,0,0,1,1,1,1,,,565559,2019072300701
CU,605612,7,2,1,0,0,1,0,1,1,1,1,1,,,565559,2019072300702
FF,605612,7,3,1,0,0,1,1,1,1,1,1,1,0.9,2.0,565559,2019072300703
CU,408234,8,1,1,0,0,0,0,0,1,1,0,1,0.7,,565559,2019072300801
FF,592206,9,1,1,0,0,0,0,0,1,1,0,0,,,565559,2019072300901
FF,592206,9,2,1,0,0,0,0,1,1,1,0,0,,,565559,2019072300902
CU,592206,9,3,1,0,0,0,0,2,1,1,0,0,,,565559,2019072300903
CU,592206,9,4,1,0,0,0,1,2,1,1,0,0,0.0,2.0,565559,2019072300904
CU,600869,10,1,1,0,0,1,0,0,2,0,1,0,,,565559,2019072301001
FF,600869,10,2,1,0,0,1,0,1,2,0,1,0,,,565559,2019072301002
FF,600869,10,3,1,0,0,1,0,2,2,0,1,0,,,565559,2019072301003
CU,600869,10,4,1,0,0,1,1,2,2,0,1,0,,,565559,2019072301004
CH,600869,10,5,1,0,0,1,1,2,2,0,1,0,,,565559,2019072301005
CU,600869,10,6,1,0,0,1,1,2,2,0,1,0,,,565559,2019072301006
FF,600869,10,7,1,1,0,1,2,2,2,1,0,1,,,565559,2019072301007
FF,600869,10,8,1,1,0,1,2,2,2,1,0,1,,,565559,2019072301008
CH,600869,10,9,1,1,0,1,2,2,2,1,0,1,,,565559,2019072301009
CU,600869,10,10,1,1,0,1,3,2,2,1,0,1,0.0,,565559,2019072301010
CU,592348,16,1,2,1,2,1,0,0,0,1,1,1,,,565559,2019072301601
CH,592348,16,2,2,1,2,1,1,0,0,1,1,1,,,565559,2019072301602
CH,592348,16,3,2,1,2,1,1,1,0,1,1,1,,,565559,2019072301603
SI,592348,16,4,2,1,2,1,1,2,0,1,1,1,0.0,,565559,2019072301604
FF,621514,17,1,2,1,2,1,0,0,1,1,1,1,0.9,4.0,565559,2019072301701
FF,543308,18,1,2,1,2,0,0,0,1,1,1,0,,,565559,2019072301801
CU,543308,18,2,2,1,2,0,0,1,1,1,1,0,,,565559,2019072301802
CU,543308,18,3,2,1,2,0,1,1,1,1,1,0,,,565559,2019072301803
SI,543308,18,4,2,1,2,0,1,2,1,1,1,0,0.0,2.0,565559,2019072301804
FF,474568,23,1,3,1,2,0,0,0,0,1,1,1,,,565559,2019072302301
SI,474568,23,2,3,1,2,0,1,0,0,1,1,1,,,565559,2019072302302
SI,474568,23,3,3,1,2,0,2,0,0,1,1,1,,,565559,2019072302303
CH,474568,23,4,3,1,2,0,2,1,0,1,1,1,,,565559,2019072302304
SI,474568,23,5,3,1,2,0,3,1,0,1,1,1,,,565559,2019072302305
FF,474568,23,6,3,1,2,0,3,2,0,1,1,1,0.0,2.0,565559,2019072302306
CH,592444,24,1,3,1,2,0,0,0,1,1,1,1,,,565559,2019072302401
CU,592444,24,2,3,1,2,0,1,0,1,1,1,1,,,565559,2019072302402
CU,592444,24,3,3,1,2,0,2,0,1,1,1,1,,,565559,2019072302403
FF,592444,24,4,3,1,2,0,2,1,1,1,1,1,,,565559,2019072302404
CU,592444,24,5,3,1,2,0,2,2,1,1,1,1,,,565559,2019072302405
CU,592444,24,6,3,1,2,0,3,2,1,1,1,1,0.7,,565559,2019072302406
CH,605612,25,1,3,1,2,1,0,0,1,1,1,0,,,565559,2019072302501
FF,605612,25,2,3,1,2,1,1,0,1,1,1,0,,,565559,2019072302502
FF,605612,25,3,3,1,2,1,1,1,1,1,1,0,,,565559,2019072302503
CU,605612,25,4,3,1,2,1,1,2,1,1,1,0,,,565559,2019072302504
CU,605612,25,5,3,1,2,1,2,2,1,1,1,0,0.0,2.0,565559,2019072302505
CU,408234,29,1,4,1,2,0,0,0,0,1,1,1,,,565559,2019072302901
FF,408234,29,2,4,1,2,0,1,0,0,1,1,1,,,565559,2019072302902
FF,408234,29,3,4,1,2,0,2,0,0,1,1,1,,,565559,2019072302903
CU,408234,29,4,4,1,2,0,2,1,0,1,1,1,0.0,2.0,565559,2019072302904
CH,592206,30,1,4,1,2,0,0,0,1,1,1,1,,,565559,2019072303001
FF,592206,30,2,4,1,2,0,0,1,1,1,1,1,,,565559,2019072303002
CH,592206,30,3,4,1,2,0,1,1,1,1,1,1,,,565559,2019072303003
FF,592206,30,4,4,1,2,0,1,2,1,1,1,1,0.0,,565559,2019072303004
CH,600869,31,1,4,1,2,1,0,0,2,1,1,1,,,565559,2019072303101
CU,600869,31,2,4,1,2,1,0,1,2,1,1,1,0.7,,565559,2019072303102
CH,592348,32,1,4,1,2,1,0,0,2,1,1,0,,,565559,2019072303201
FF,592348,32,2,4,1,2,1,1,0,2,1,1,0,0.9,2.0,565559,2019072303202
FF,621514,33,1,4,1,2,1,0,0,2,1,0,0,,,565559,2019072303301
CU,621514,33,2,4,1,2,1,1,0,2,1,0,0,,,565559,2019072303302
CH,621514,33,3,4,1,2,1,1,1,2,1,0,0,0.0,2.0,565559,2019072303303
CU,543308,37,1,5,1,2,0,0,0,0,1,1,1,,,565559,2019072303701
CU,543308,37,2,5,1,2,0,0,1,0,1,1,1,0.0,2.0,565559,2019072303702
FF,474568,38,1,5,1,2,0,0,0,1,1,1,1,,,565559,2019072303801
CU,474568,38,2,5,1,2,0,0,1,1,1,1,1,,,565559,2019072303802
SI,474568,38,3,5,1,2,0,1,1,1,1,1,1,,,565559,2019072303803
CU,474568,38,4,5,1,2,0,1,2,1,1,1,1,,,565559,2019072303804
SI,474568,38,5,5,1,2,0,2,2,1,1,1,1,0.0,2.0,565559,2019072303805
CH,592444,39,1,5,1,2,0,0,0,2,1,1,1,,,565559,2019072303901
FF,592444,39,2,5,1,2,0,0,1,2,1,1,1,,,565559,2019072303902
SI,592444,39,3,5,1,2,0,1,1,2,1,1,1,,,565559,2019072303903
SI,592444,39,4,5,1,2,0,1,2,2,1,1,1,0.0,,565559,2019072303904
CH,605612,46,1,6,1,2,1,0,0,0,1,1,1,,,565559,2019072304601
FF,605612,46,2,6,1,2,1,1,0,0,1,1,1,1.25,4.0,565559,2019072304602
CU,408234,47,1,6,1,2,0,0,0,0,1,0,1,,,565559,2019072304701
CU,408234,47,2,6,1,2,0,1,0,0,1,0,1,,,565559,2019072304702
FF,408234,47,3,6,1,2,0,1,1,0,1,0,1,0.0,3.0,565559,2019072304703
CH,592206,48,1,6,1,2,0,0,0,1,1,0,1,,,565559,2019072304801
CU,592206,48,2,6,1,2,0,0,1,1,1,0,1,1.25,6.0,565559,2019072304802
FF,600869,49,1,6,2,2,1,0,0,1,1,0,1,0.0,3.0,565559,2019072304901
CU,592348,50,1,6,2,2,1,0,0,2,1,0,1,,,565559,2019072305001
CH,592348,50,2,6,2,2,1,0,1,2,1,0,1,,,565559,2019072305002
CU,592348,50,3,6,2,2,1,1,1,2,1,0,1,,,565559,2019072305003
CU,592348,50,4,6,2,2,1,2,1,2,1,0,1,,,565559,2019072305004
SI,592348,50,5,6,2,2,1,2,2,2,1,0,1,0.0,,565559,2019072305005
CU,621514,54,1,7,2,2,1,0,0,0,1,1,1,,,565559,2019072305401
CU,621514,54,2,7,2,2,1,1,0,0,1,1,1,,,565559,2019072305402
CU,621514,54,3,7,2,2,1,1,1,0,1,1,1,,,565559,2019072305403
SI,621514,54,4,7,2,2,1,1,2,0,1,1,1,0.0,,565559,2019072305404
SI,543308,55,1,7,2,2,0,0,0,1,1,1,1,,,565559,2019072305501
CH,543308,55,2,7,2,2,0,1,0,1,1,1,1,,,565559,2019072305502
CU,543308,55,3,7,2,2,0,1,1,1,1,1,1,,,565559,2019072305503
SI,543308,55,4,7,2,2,0,1,2,1,1,1,1,,,565559,2019072305504
CU,543308,55,5,7,2,2,0,2,2,1,1,1,1,0.0,5.0,565559,2019072305505
CU,474568,56,1,7,2,2,0,0,0,2,1,1,1,,,565559,2019072305601
CH,474568,56,2,7,2,2,0,0,1,2,1,1,1,,,565559,2019072305602
CU,474568,56,3,7,2,2,0,1,1,2,1,1,1,,,565559,2019072305603
FF,474568,56,4,7,2,2,0,2,1,2,1,1,1,0.7,,565559,2019072305604
FF,592444,57,1,7,2,2,0,0,0,2,1,1,0,,,565559,2019072305701
SI,592444,57,2,7,2,2,0,0,1,2,1,1,0,,,565559,2019072305702
SI,592444,57,3,7,2,2,0,0,2,2,1,1,0,,,565559,2019072305703
SI,592444,57,4,7,2,2,0,1,2,2,1,1,0,,,565559,2019072305704
CU,592444,57,5,7,2,2,0,2,2,2,1,1,0,0.0,2.0,565559,2019072305705
FF,660670,1,1,1,0,0,0,0,0,0,1,1,1,,,567112,2019072800101
FF,660670,1,2,1,0,0,0,0,1,0,1,1,1,,,567112,2019072800102
CU,660670,1,3,1,0,0,0,0,2,0,1,1,1,,,567112,2019072800103
FF,660670,1,4,1,0,0,0,0,2,0,1,1,1,,,567112,2019072800104
FF,660670,1,5,1,0,0,0,0,2,0,1,1,1,0.0,,567112,2019072800105
FF,645277,2,1,1,0,0,1,0,0,1,1,1,1,,,567112,2019072800201
FF,645277,2,2,1,0,0,1,0,1,1,1,1,1,,,567112,2019072800202
CH,645277,2,3,1,0,0,1,1,1,1,1,1,1,0.9,4.0,567112,2019072800203
FF,518692,3,1,1,0,0,1,0,0,1,1,1,0,,,567112,2019072800301
CU,518692,3,2,1,0,0,1,0,1,1,1,1,0,,,567112,2019072800302
CU,518692,3,3,1,0,0,1,0,2,1,1,1,0,,,567112,2019072800303
CU,518692,3,4,1,0,0,1,1,2,1,1,1,0,0.0,2.0,567112,2019072800304
FF,518626,8,1,2,0,1,0,0,0,0,1,1,1,,,567112,2019072800801
SI,518626,8,2,2,0,1,0,0,1,0,1,1,1,,,567112,2019072800802
FF,518626,8,3,2,0,1,0,0,2,0,1,1,1,0.0,,567112,2019072800803
CU,435263,9,1,2,0,1,1,0,0,1,1,1,1,,,567112,2019072800901
CU,435263,9,2,2,0,1,1,0,1,1,1,1,1,,,567112,2019072800902
FF,435263,9,3,2,0,1,1,1,1,1,1,1,1,,,567112,2019072800903
FF,435263,9,4,2,0,1,1,2,1,1,1,1,1,,,567112,2019072800904
CU,435263,9,5,2,0,1,1,3,1,1,1,1,1,,,567112,2019072800905
FF,435263,9,6,2,0,1,1,3,2,1,1,1,1,0.0,,567112,2019072800906
CU,594807,10,1,2,0,1,0,0,0,2,1,1,1,,,567112,2019072801001
FF,594807,10,2,2,0,1,0,1,0,2,1,1,1,,,567112,2019072801002
CU,594807,10,3,2,0,1,0,1,1,2,1,1,1,,,567112,2019072801003
CU,594807,10,4,2,0,1,0,1,2,2,1,1,1,0.0,,567112,2019072801004
CU,542255,14,1,3,0,1,1,0,0,0,1,1,1,,,567112,2019072801401
SI,542255,14,2,3,0,1,1,0,1,0,1,1,1,0.0,3.0,567112,2019072801402
CU,622666,15,1,3,0,1,1,0,0,1,1,1,1,,,567112,2019072801501
CU,622666,15,2,3,0,1,1,0,1,1,1,1,1,,,567112,2019072801502
CH,622666,15,3,3,0,1,1,1,1,1,1,1,1,0.0,2.0,567112,2019072801503
FF,592332,16,1,3,0,1,1,0,0,2,1,1,1,,,567112,2019072801601
FF,592332,16,2,3,0,1,1,0,1,2,1,1,1,,,567112,2019072801602
FF,592332,16,3,3,0,1,1,0,2,2,1,1,1,0.0,,567112,2019072801603
FF,660670,24,1,4,0,2,0,0,0,0,1,1,1,,,567112,2019072802401
CH,660670,24,2,4,0,2,0,0,1,0,1,1,1,0.0,2.0,567112,2019072802402
FF,645277,25,1,4,0,2,1,0,0,1,1,1,1,1.25,3.0,567112,2019072802501
CU,518692,26,1,4,0,2,1,0,0,1,1,0,1,,,567112,2019072802601
CU,518692,26,2,4,0,2,1,0,1,1,1,0,1,,,567112,2019072802602
FF,518692,26,3,4,0,2,1,1,1,1,1,0,1,,,567112,2019072802603
FF,518692,26,4,4,0,2,1,2,1,1,1,0,1,,,567112,2019072802604
FF,518692,26,5,4,0,2,1,3,1,1,1,0,1,0.7,,567112,2019072802605
FF,518626,27,1,4,0,2,0,0,0,1,1,0,0,,,567112,2019072802701
CU,518626,27,2,4,0,2,0,0,1,1,1,0,0,,,567112,2019072802702
CU,518626,27,3,4,0,2,0,0,2,1,1,0,0,,,567112,2019072802703
SI,518626,27,4,4,0,2,0,1,2,1,1,0,0,,,567112,2019072802704
FF,518626,27,5,4,0,2,0,2,2,1,1,0,0,,,567112,2019072802705
CU,518626,27,6,4,0,2,0,3,2,1,1,0,0,0.0,,567112,2019072802706
FF,435263,28,1,4,0,2,1,0,0,2,1,0,0,,,567112,2019072802801
FF,435263,28,2,4,0,2,1,0,1,2,1,0,0,,,567112,2019072802802
CU,435263,28,3,4,0,2,1,0,2,2,1,0,0,0.0,,567112,2019072802803
